"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"Gujarat","Amreli","Amreli","Sesamum(Sesame,Gingelly,Til)","Black","24/07/2019","8460","18180","17490"
"Gujarat","Amreli","Amreli","Sesamum(Sesame,Gingelly,Til)","Red","24/07/2019","13720","13805","13805"
"Gujarat","Amreli","Amreli","Sesamum(Sesame,Gingelly,Til)","White","24/07/2019","7500","11450","10770"
"Gujarat","Amreli","Amreli","Wheat","Lokwan","24/07/2019","1995","2170","2065"
"Gujarat","Amreli","Amreli","Wheat","Rajasthan Tukdi","24/07/2019","1925","2215","2080"
"Gujarat","Amreli","Bagasara","Cotton","Other","24/07/2019","5500","6000","5720"
"Gujarat","Amreli","Damnagar","Bhindi(Ladies Finger)","Bhindi","24/07/2019","3300","4000","3600"
"Gujarat","Amreli","Damnagar","Brinjal","Other","24/07/2019","1000","1200","1100"
"Gujarat","Amreli","Damnagar","Capsicum","Capsicum","24/07/2019","2500","3500","3000"
"Gujarat","Amreli","Damnagar","Guar","Gwar","24/07/2019","2700","3200","3000"
"Gujarat","Amreli","Damnagar","Lemon","Lemon","24/07/2019","5000","6000","5500"
"Gujarat","Amreli","Rajula","Bajra(Pearl Millet/Cumbu)","Local","24/07/2019","2045","2220","2133"
"Gujarat","Amreli","Rajula","Cotton","Local","24/07/2019","6125","6125","6125"
"Gujarat","Amreli","Rajula","Green Gram (Moong)(Whole)","Other","24/07/2019","6210","6210","6210"
"Gujarat","Amreli","Rajula","Groundnut","Local","24/07/2019","4700","4700","4700"
"Gujarat","Amreli","Rajula","Jowar(Sorghum)","Local","24/07/2019","2030","3115","2573"
"Gujarat","Amreli","Rajula","Kabuli Chana(Chickpeas-White)","Kabul","24/07/2019","4040","4040","4040"
"Gujarat","Amreli","Rajula","Maize","Other","24/07/2019","1955","2555","2255"
"Gujarat","Amreli","Rajula","Mustard","Mustard","24/07/2019","3765","3765","3765"
"Gujarat","Amreli","Rajula","Sesamum(Sesame,Gingelly,Til)","Black","24/07/2019","15255","15255","15255"
"Gujarat","Amreli","Rajula","Sesamum(Sesame,Gingelly,Til)","White","24/07/2019","9550","9550","9550"
"Gujarat","Amreli","Rajula","Wheat","PISSI","24/07/2019","2040","2170","2105"
"Gujarat","Amreli","Savarkundla","Bajra(Pearl Millet/Cumbu)","Deshi","24/07/2019","1750","2100","1925"
"Gujarat","Amreli","Savarkundla","Bengal Gram(Gram)(Whole)","Desi (Whole)","24/07/2019","3850","4400","4125"
"Gujarat","Amreli","Savarkundla","Castor Seed","Castor seed","24/07/2019","4750","5100","4925"
"Gujarat","Amreli","Savarkundla","Cotton","Narma BT Cotton","24/07/2019","6000","6255","6128"
"Gujarat","Amreli","Savarkundla","Cummin Seed(Jeera)","Cummin Seed(Jeera)","24/07/2019","14000","15920","14960"
"Gujarat","Amreli","Savarkundla","Green Gram (Moong)(Whole)","Green (Whole)","24/07/2019","5250","6125","5688"
"Gujarat","Amreli","Savarkundla","Groundnut","Big (With Shell)","24/07/2019","4900","5100","5000"
"Gujarat","Amreli","Savarkundla","Jowar(Sorghum)","Jowar ( White)","24/07/2019","1750","2750","2250"
"Gujarat","Amreli","Savarkundla","Maize","Hybrid","24/07/2019","2050","2250","2150"
"Gujarat","Amreli","Savarkundla","Sesamum(Sesame,Gingelly,Til)","Black","24/07/2019","15000","17375","16188"
"Gujarat","Amreli","Savarkundla","Sesamum(Sesame,Gingelly,Til)","White","24/07/2019","9750","10575","10163"
"Gujarat","Amreli","Savarkundla","Wheat","Lokwan","24/07/2019","1900","2175","2038"
"Gujarat","Anand","Anand(Veg,Yard,Anand)","Bhindi(Ladies Finger)","Bhindi","24/07/2019","750","1000","900"
"Gujarat","Anand","Anand(Veg,Yard,Anand)","Bottle gourd","Bottle Gourd","24/07/2019","400","500","450"
"Gujarat","Anand","Anand(Veg,Yard,Anand)","Brinjal","Brinjal","24/07/2019","500","600","550"
"Gujarat","Anand","Anand(Veg,Yard,Anand)","Cabbage","Cabbage","24/07/2019","2250","2500","2300"
"Gujarat","Anand","Anand(Veg,Yard,Anand)","Cauliflower","Cauliflower","24/07/2019","1500","2000","1750"
"Gujarat","Anand","Anand(Veg,Yard,Anand)","Green Chilli","Green Chilly","24/07/2019","1750","2000","1900"
"Gujarat","Anand","Anand(Veg,Yard,Anand)","Onion","Onion","24/07/2019","900","1300","1200"
"Gujarat","Anand","Anand(Veg,Yard,Anand)","Potato","Potato","24/07/2019","500","750","600"
"Gujarat","Anand","Anand(Veg,Yard,Anand)","Tomato","Other","24/07/2019","4000","4500","4250"
"Gujarat","Anand","Borsad","Bajra(Pearl Millet/Cumbu)","Other","24/07/2019","1650","1900","1900"
"Gujarat","Anand","Borsad","Wheat","Other","24/07/2019","1750","1825","1825"
"Gujarat","Anand","Khambhat(Grain Market)","Bajra(Pearl Millet/Cumbu)","Other","24/07/2019","1980","2020","2000"
"Gujarat","Anand","Khambhat(Grain Market)","Paddy(Dhan)(Common)","Paddy","24/07/2019","1900","1940","1920"
"Gujarat","Anand","Khambhat(Grain Market)","Wheat","Other","24/07/2019","2000","2040","2020"
"Gujarat","Anand","Khambhat(Veg Yard Khambhat)","Bhindi(Ladies Finger)","Other","24/07/2019","1500","1800","1650"
"Gujarat","Anand","Khambhat(Veg Yard Khambhat)","Guar","Other","24/07/2019","2500","3500","3000"
"Gujarat","Anand","Khambhat(Veg Yard Khambhat)","Onion","Other","24/07/2019","1200","1600","1400"
"Gujarat","Anand","Khambhat(Veg Yard Khambhat)","Potato","Other","24/07/2019","600","800","700"
"Gujarat","Anand","Khambhat(Veg Yard Khambhat)","Tomato","Other","24/07/2019","4000","4300","4150"
"Gujarat","Anand","Umreth","Bajra(Pearl Millet/Cumbu)","Deshi","24/07/2019","1700","2015","2005"
"Gujarat","Anand","Umreth","Castor Seed","Castor seed","24/07/2019","5000","5200","5175"
"Gujarat","Anand","Umreth","Wheat","Deshi","24/07/2019","1750","2040","2020"
"Gujarat","Banaskanth","Amirgadh","Bajra(Pearl Millet/Cumbu)","Other","24/07/2019","1775","1930","1850"
"Gujarat","Banaskanth","Amirgadh","Castor Seed","Other","24/07/2019","5390","5390","5390"
"Gujarat","Banaskanth","Amirgadh","Wheat","Other","24/07/2019","1930","1965","1945"
"Gujarat","Banaskanth","Deesa(Bhildi)","Bajra(Pearl Millet/Cumbu)","Other","24/07/2019","1850","2030","1950"
"Gujarat","Banaskanth","Deesa(Bhildi)","Castor Seed","Other","24/07/2019","5360","5400","5375"
"Gujarat","Banaskanth","Deesa(Bhildi)","Cummin Seed(Jeera)","Other","24/07/2019","14755","15255","15000"
"Gujarat","Banaskanth","Deesa(Bhildi)","Groundnut","Other","24/07/2019","3500","5455","5000"
"Gujarat","Banaskanth","Deesa(Bhildi)","Guar Seed(Cluster Beans Seed)","Other","24/07/2019","3875","3950","3920"
"Gujarat","Banaskanth","Deesa(Bhildi)","Mustard","Other","24/07/2019","3400","3400","3400"
"Gujarat","Banaskanth","Deesa(Bhildi)","Wheat","Other","24/07/2019","1870","1870","1870"
"Gujarat","Banaskanth","Deesa(Deesa Veg Yard)","Onion","Other","24/07/2019","1000","1500","1250"
"Gujarat","Banaskanth","Deesa(Deesa Veg Yard)","Potato","Other","24/07/2019","800","1000","900"
"Gujarat","Banaskanth","Dhanera","Bajra(Pearl Millet/Cumbu)","Hybrid","24/07/2019","1850","2250","2050"
"Gujarat","Banaskanth","Dhanera","Castor Seed","Other","24/07/2019","5255","5370","5312"
"Gujarat","Banaskanth","Dhanera","Cummin Seed(Jeera)","Other","24/07/2019","14980","14980","14980"
"Gujarat","Banaskanth","Dhanera","Guar Seed(Cluster Beans Seed)","Other","24/07/2019","3815","3915","3865"
"Gujarat","Banaskanth","Dhanera","Isabgul (Psyllium)","Other","24/07/2019","7750","7750","7750"
"Gujarat","Banaskanth","Dhanera","Mustard","Other","24/07/2019","3155","3630","3392"
"Gujarat","Banaskanth","Lakhani","Bajra(Pearl Millet/Cumbu)","Other","24/07/2019","1825","1925","1875"
"Gujarat","Banaskanth","Lakhani","Castor Seed","Other","24/07/2019","5230","5390","5375"
"Gujarat","Banaskanth","Lakhani","Guar Seed(Cluster Beans Seed)","Other","24/07/2019","3825","3910","3875"
"Gujarat","Banaskanth","Lakhani","Mustard","Mustard","24/07/2019","3450","3590","3520"
"Gujarat","Banaskanth","Palanpur","Bajra(Pearl Millet/Cumbu)","Deshi","24/07/2019","1825","2030","1927"
"Gujarat","Banaskanth","Palanpur","Castor Seed","Castor seed","24/07/2019","5350","5400","5375"
"Gujarat","Banaskanth","Palanpur","Groundnut","Groundnut seed","24/07/2019","4500","5985","5242"
"Gujarat","Banaskanth","Palanpur","Jowar(Sorghum)","Other","24/07/2019","5005","5805","5405"
"Gujarat","Banaskanth","Palanpur","Maize","Deshi Red","24/07/2019","2050","2060","2055"
"Gujarat","Banaskanth","Palanpur","Mustard","Mustard","24/07/2019","3550","3585","3567"
"Gujarat","Banaskanth","Palanpur","Rajgir","Other","24/07/2019","5755","6540","6147"
"Gujarat","Banaskanth","Palanpur","Wheat","Other","24/07/2019","1950","2175","2062"
"Gujarat","Banaskanth","Thara","Bajra(Pearl Millet/Cumbu)","Other","24/07/2019","1850","2040","1945"
"Gujarat","Banaskanth","Thara","Castor Seed","Other","24/07/2019","5380","5440","5410"
"Gujarat","Banaskanth","Thara","Cummin Seed(Jeera)","Other","24/07/2019","13900","16125","15012"
"Gujarat","Banaskanth","Thara","Guar Seed(Cluster Beans Seed)","Other","24/07/2019","3850","3875","3862"
"Gujarat","Banaskanth","Thara","Jowar(Sorghum)","Other","24/07/2019","2500","3500","3000"
"Gujarat","Banaskanth","Thara","Mustard","Other","24/07/2019","3395","3450","3422"
"Gujarat","Banaskanth","Thara","Suva (Dill Seed)","Other","24/07/2019","5500","5850","5675"
"Gujarat","Banaskanth","Thara","Wheat","Other","24/07/2019","1975","2070","2022"
"Gujarat","Banaskanth","Thara(Shihori)","Bajra(Pearl Millet/Cumbu)","Other","24/07/2019","1905","1965","1935"
"Gujarat","Banaskanth","Thara(Shihori)","Castor Seed","Caster","24/07/2019","5390","5405","5397"
"Gujarat","Banaskanth","Thara(Shihori)","Jowar(Sorghum)","Annigeri","24/07/2019","2800","3050","2925"
"Gujarat","Banaskanth","Thara(Shihori)","Mustard","Big 100 Kg","24/07/2019","3400","3435","3417"
"Gujarat","Banaskanth","Thara(Shihori)","Wheat","Other","24/07/2019","1800","2055","1927"
"Gujarat","Banaskanth","Tharad","Bajra(Pearl Millet/Cumbu)","Deshi","24/07/2019","1850","2040","1945"
"Gujarat","Banaskanth","Tharad","Castor Seed","Other","24/07/2019","5350","5400","5375"
"Gujarat","Banaskanth","Tharad","Cummin Seed(Jeera)","Other","24/07/2019","13750","15785","14765"
"Gujarat","Banaskanth","Tharad","Mustard","Other","24/07/2019","3525","3695","3610"
"Gujarat","Banaskanth","Tharad(Rah)","Bajra(Pearl Millet/Cumbu)","Deshi","24/07/2019","1950","2140","2045"
"Gujarat","Banaskanth","Tharad(Rah)","Castor Seed","Other","24/07/2019","5400","5450","5425"
"Gujarat","Banaskanth","Tharad(Rah)","Mustard","Other","24/07/2019","3535","3685","3610"
"Gujarat","Banaskanth","Vadgam","Bajra(Pearl Millet/Cumbu)","Hybrid","24/07/2019","1800","2045","1922.5"
"Gujarat","Banaskanth","Vadgam","Castor Seed","Other","24/07/2019","5355","5360","5357.5"
"Gujarat","Banaskanth","Vadgam","Groundnut","Other","24/07/2019","5370","5370","5370"
"Gujarat","Banaskanth","Vadgam","Wheat","Lokwan Gujrat","24/07/2019","1935","2400","2167.5"
"Gujarat","Bharuch","Ankleshwar","Bhindi(Ladies Finger)","Bhindi","24/07/2019","650","1100","925"
"Gujarat","Bharuch","Ankleshwar","Bitter gourd","Bitter Gourd","24/07/2019","2225","3125","2900"
"Gujarat","Bharuch","Ankleshwar","Bottle gourd","Bottle Gourd","24/07/2019","825","1675","1450"
"Gujarat","Bharuch","Ankleshwar","Brinjal","Brinjal","24/07/2019","875","2000","1725"
"Gujarat","Bharuch","Ankleshwar","Cabbage","Cabbage","24/07/2019","2225","3125","2900"
"Gujarat","Bharuch","Ankleshwar","Capsicum","Capsicum","24/07/2019","2225","3125","2900"
"Gujarat","Bharuch","Ankleshwar","Carrot","Carrot","24/07/2019","2225","3125","2900"
"Gujarat","Bharuch","Ankleshwar","Cauliflower","Cauliflower","24/07/2019","2750","5450","4750"
"Gujarat","Bharuch","Ankleshwar","Coriander(Leaves)","Coriander","24/07/2019","6150","12250","10000"
"Gujarat","Bharuch","Ankleshwar","Cowpea(Veg)","Cowpea (Veg)","24/07/2019","1850","3650","3000"
"Gujarat","Bharuch","Ankleshwar","Cucumbar(Kheera)","Cucumbar","24/07/2019","1100","1500","1325"
"Gujarat","Bharuch","Ankleshwar","Drumstick","Drumstick","24/07/2019","4250","5375","5150"
"Gujarat","Bharuch","Ankleshwar","Ginger(Green)","Green Ginger","24/07/2019","6350","8550","8150"
"Gujarat","Bharuch","Ankleshwar","Green Chilli","Green Chilly","24/07/2019","2225","3350","3125"
"Gujarat","Bharuch","Ankleshwar","Guar","Gwar","24/07/2019","1950","3550","3150"
"Gujarat","Bharuch","Ankleshwar","Indian Beans (Seam)","Indian Beans (Seam)","24/07/2019","2450","3125","2900"
"Gujarat","Bharuch","Ankleshwar","Kartali (Kantola)","Kartali (Kantola)","24/07/2019","8000","12000","10250"
"Gujarat","Bharuch","Ankleshwar","Lemon","Lemon","24/07/2019","2150","2600","2375"
"Gujarat","Bharuch","Ankleshwar","Methi(Leaves)","Methi","24/07/2019","4350","5250","5000"
"Gujarat","Bharuch","Ankleshwar","Onion Green","Onion Green","24/07/2019","4425","5550","5150"
"Gujarat","Bharuch","Ankleshwar","Pointed gourd (Parval)","Pointed gourd (Parval)","24/07/2019","1325","2225","2000"
"Gujarat","Bharuch","Ankleshwar","Ridgeguard(Tori)","Ridgeguard(Tori)","24/07/2019","3750","4425","4200"
"Gujarat","Bharuch","Ankleshwar","Sponge gourd","Sponge gourd","24/07/2019","825","1675","1500"
"Gujarat","Bharuch","Ankleshwar","Surat Beans (Papadi)","Surat Beans (Papadi)","24/07/2019","2450","2900","2675"
"Gujarat","Bharuch","Ankleshwar","Tomato","Tomato","24/07/2019","2150","3750","3300"
"Gujarat","Bharuch","Jambusar","Arhar (Tur/Red Gram)(Whole)","Other","24/07/2019","4600","4800","4700"
"Gujarat","Bharuch","Jambusar","Bajra(Pearl Millet/Cumbu)","Other","24/07/2019","1700","1900","1800"
"Gujarat","Bharuch","Jambusar","Castor Seed","Other","24/07/2019","4100","4500","4300"
"Gujarat","Bharuch","Jambusar","Cotton","Other","24/07/2019","4400","4800","4600"
"Gujarat","Bharuch","Jambusar","Jowar(Sorghum)","Other","24/07/2019","1600","2000","1800"
"Gujarat","Bharuch","Jambusar","Maize","Other","24/07/2019","1500","1700","1600"
"Gujarat","Bharuch","Jambusar","Rice","Other","24/07/2019","2700","3300","3000"
"Gujarat","Bharuch","Jambusar","Wheat","Other","24/07/2019","1800","2000","1900"
"Gujarat","Bharuch","Jambusar(Kaavi)","Arhar (Tur/Red Gram)(Whole)","Other","24/07/2019","4300","4700","4500"
"Gujarat","Bharuch","Jambusar(Kaavi)","Bajra(Pearl Millet/Cumbu)","Other","24/07/2019","1600","2000","1800"
"Gujarat","Bharuch","Jambusar(Kaavi)","Castor Seed","Other","24/07/2019","4000","4400","4200"
"Gujarat","Bharuch","Jambusar(Kaavi)","Cotton","Other","24/07/2019","4600","5000","4800"
"Gujarat","Bharuch","Jambusar(Kaavi)","Jowar(Sorghum)","Other","24/07/2019","1700","2100","1900"
"Gujarat","Bharuch","Jambusar(Kaavi)","Maize","Other","24/07/2019","1450","1650","1550"
"Gujarat","Bharuch","Jambusar(Kaavi)","Rice","Other","24/07/2019","2600","3200","2900"
"Gujarat","Bhavnagar","Mahuva(Station Road)","Bajra(Pearl Millet/Cumbu)","Hybrid","24/07/2019","1850","2230","2000"
"Gujarat","Bhavnagar","Mahuva(Station Road)","Groundnut","Bold","24/07/2019","4555","5110","5000"
"Gujarat","Bhavnagar","Mahuva(Station Road)","Groundnut","G20","24/07/2019","4760","5180","5000"
"Gujarat","Bhavnagar","Mahuva(Station Road)","Jowar(Sorghum)","Other","24/07/2019","2290","3750","3250"
"Gujarat","Bhavnagar","Mahuva(Station Road)","Onion","Red","24/07/2019","255","1440","1000"
"Gujarat","Botad","Botad","Arhar (Tur/Red Gram)(Whole)","Other","24/07/2019","4080","4705","4395"
"Gujarat","Botad","Botad","Bajra(Pearl Millet/Cumbu)","Other","24/07/2019","1905","1955","1930"
"Gujarat","Botad","Botad","Bengal Gram(Gram)(Whole)","Other","24/07/2019","3800","4190","3995"
"Gujarat","Botad","Botad","Castor Seed","Other","24/07/2019","4430","4880","4655"
"Gujarat","Botad","Botad","Cummin Seed(Jeera)","Other","24/07/2019","14955","16055","15505"
"Gujarat","Botad","Botad","Jowar(Sorghum)","Other","24/07/2019","2680","3165","2925"
"Gujarat","Botad","Botad","Sesamum(Sesame,Gingelly,Til)","Black","24/07/2019","15655","18405","17030"
"Gujarat","Botad","Botad","Sesamum(Sesame,Gingelly,Til)","White","24/07/2019","10105","10780","10445"
"Gujarat","Botad","Botad","Soanf","Other","24/07/2019","4680","4680","4680"
"Gujarat","Botad","Botad","Wheat","Other","24/07/2019","1900","2245","2075"
"Gujarat","Botad","Botad(Haddad)","Cotton","Shanker 6 (B) 30mm FIne","24/07/2019","6385","6395","6390"
"Gujarat","Dahod","Dahod","Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)","24/07/2019","4800","5100","5000"
"Gujarat","Dahod","Dahod","Arhar (Tur/Red Gram)(Whole)","Other","24/07/2019","5300","5600","5300"
"Gujarat","Dahod","Dahod","Bajra(Pearl Millet/Cumbu)","Other","24/07/2019","1875","1950","1900"
"Gujarat","Dahod","Dahod","Bengal Gram(Gram)(Whole)","Desi (Whole)","24/07/2019","4150","4175","4165"
"Gujarat","Dahod","Dahod","Bengal Gram(Gram)(Whole)","Other","24/07/2019","4100","4125","4115"
"Gujarat","Dahod","Dahod","Black Gram (Urd Beans)(Whole)","Black Gram (Whole)","24/07/2019","4200","4900","4500"
"Gujarat","Dahod","Dahod","Castor Seed","Castor seed","24/07/2019","5150","5250","5200"
"Gujarat","Dahod","Dahod","Castor Seed","Other","24/07/2019","5050","5150","5100"
"Gujarat","Dahod","Dahod","Green Gram (Moong)(Whole)","Green (Whole)","24/07/2019","5700","5900","5800"
"Gujarat","Dahod","Dahod","Jowar(Sorghum)","Jowar ( White)","24/07/2019","1900","2150","2100"
"Gujarat","Dahod","Dahod","Maize","White (SAFED)","24/07/2019","2050","2250","2100"
"Gujarat","Dahod","Dahod","Maize","Yellow","24/07/2019","2150","2350","2175"
"Gujarat","Dahod","Dahod","Paddy(Dhan)(Common)","Paddy Coarse","24/07/2019","1520","1550","1540"
"Gujarat","Dahod","Dahod","Paddy(Dhan)(Common)","Paddy fine","24/07/2019","1750","1800","1775"
"Gujarat","Dahod","Dahod","Rice","Coarse","24/07/2019","3800","4200","4000"
"Gujarat","Dahod","Dahod","Sesamum(Sesame,Gingelly,Til)","White","24/07/2019","8500","10000","9800"
"Gujarat","Dahod","Dahod","Soyabean","Soyabeen","24/07/2019","3500","3550","3525"
"Gujarat","Dahod","Dahod","Wheat","147 Average","24/07/2019","2150","2250","2200"
"Gujarat","Dahod","Dahod","Wheat","Lokwan","24/07/2019","2150","2250","2200"
"Gujarat","Dahod","Dahod(Veg. Market)","Bhindi(Ladies Finger)","Bhindi","24/07/2019","500","1500","1000"
"Gujarat","Dahod","Dahod(Veg. Market)","Bitter gourd","Bitter Gourd","24/07/2019","1500","2000","2000"
"Gujarat","Dahod","Dahod(Veg. Market)","Bottle gourd","Bottle Gourd","24/07/2019","500","1500","1200"
"Gujarat","Dahod","Dahod(Veg. Market)","Brinjal","Brinjal","24/07/2019","800","2000","1500"
"Gujarat","Dahod","Dahod(Veg. Market)","Cabbage","Cabbage","24/07/2019","2000","3000","2800"
"Gujarat","Dahod","Dahod(Veg. Market)","Carrot","Carrot","24/07/2019","3000","3000","3000"
"Gujarat","Dahod","Dahod(Veg. Market)","Cauliflower","Cauliflower","24/07/2019","3000","5500","5000"
"Gujarat","Dahod","Dahod(Veg. Market)","Coriander(Leaves)","Coriander","24/07/2019","5000","10000","8000"
"Gujarat","Dahod","Dahod(Veg. Market)","Cucumbar(Kheera)","Cucumbar","24/07/2019","800","1800","1500"
"Gujarat","Dahod","Dahod(Veg. Market)","Drumstick","Other","24/07/2019","5000","5500","5500"
"Gujarat","Dahod","Dahod(Veg. Market)","Ginger(Green)","Green Ginger","24/07/2019","9000","10000","9800"
"Gujarat","Dahod","Dahod(Veg. Market)","Green Chilli","Green Chilly","24/07/2019","2500","4000","3200"
"Gujarat","Dahod","Dahod(Veg. Market)","Lemon","Other","24/07/2019","1500","4000","3500"
"Gujarat","Dahod","Dahod(Veg. Market)","Little gourd (Kundru)","Other","24/07/2019","1000","1700","1500"
"Gujarat","Dahod","Dahod(Veg. Market)","Mint(Pudina)","Mint(Pudina)","24/07/2019","5000","6000","6000"
"Gujarat","Dahod","Dahod(Veg. Market)","Onion","Onion","24/07/2019","800","1600","1500"
"Gujarat","Dahod","Dahod(Veg. Market)","Pointed gourd (Parval)","Other","24/07/2019","3000","3500","3500"
"Gujarat","Dahod","Dahod(Veg. Market)","Potato","Potato","24/07/2019","700","1000","900"
"Gujarat","Dahod","Dahod(Veg. Market)","Pumpkin","Pumpkin","24/07/2019","1000","1500","1200"
"Gujarat","Dahod","Dahod(Veg. Market)","Tomato","Tomato","24/07/2019","4000","4500","4500"
"Gujarat","Dahod","Davgadbaria(Piplod)","Paddy(Dhan)(Common)","Common","24/07/2019","1380","1400","1390"
"Gujarat","Dahod","Devgadhbaria","Paddy(Dhan)(Common)","Common","24/07/2019","1380","1400","1390"
"Gujarat","Gandhinagar","Dehgam","Bajra(Pearl Millet/Cumbu)","Other","24/07/2019","1895","2195","2045"
"Gujarat","Gandhinagar","Dehgam","Castor Seed","Other","24/07/2019","5310","5370","5340"
"Gujarat","Gandhinagar","Dehgam","Guar","Other","24/07/2019","3210","4000","3605"
"Gujarat","Gandhinagar","Dehgam","Paddy(Dhan)(Common)","Other","24/07/2019","1600","1750","1675"
